S,p03,p04,p05,p06,p07,p08,p09
180,25.078872557671158,24.99247169112095,24.87751315456421,24.74359147939253,24.595167003127468,24.436405243477562,24.27975285428374
181,25.08125949809425,24.993472337087038,24.87766794558865,24.742965065627228,24.593693668606416,24.43389952091479,24.275973790821578
182,25.083311695439644,24.994261299582373,24.877659287625416,24.74220648522873,24.592115919119802,24.431317512352276,24.272144730019814
183,25.085064627461403,24.994860950755534,24.877504371545452,24.741330093291932,24.590446033556642,24.428669884457573,24.268274843564082
184,25.086550140684945,24.995291261831195,24.877218505992,24.740348586504975,24.58869488251025,24.425966008578822,24.26437211227039
185,25.08779679146755,24.99556999353558,24.876815342622645,24.73927320778557,24.586872051912675,24.423214045299343,24.2604435285898
186,25.088830130215452,24.995712980313552,24.87630689529396,24.73811393244318,24.58498604340775,24.420421230786356,24.25649517192596
187,25.08967299377218,24.995734283805856,24.875703910254284,24.736879604603242,24.58304431058877,24.417593928660605,24.252532399771095
188,25.09034580668867,24.995646463565887,24.87501588745999,24.735578023893364,24.58105342668659,24.41473767405,24.24855983846896
189,25.090866812149667,24.995460628218776,24.874251213446993,24.734216112420878,24.579019230230866,24.41185733985662,24.2445814990333
190,25.091252270215133,24.995186631571183,24.873417429205343,24.73279998582711,24.576946837129295,24.408957150967577,24.24060091428259
191,25.09151665535114,24.994833258773493,24.87252112572946,24.731335101790815,24.574840747249024,24.40604087610154,24.23662113599789
192,25.091672917909587,24.99440830519006,24.871568204787305,24.729826224501036,24.57270493110286,24.40311175817555,24.232644764055063
193,25.091732555182485,24.993918672322476,24.87056386826225,24.72827760016116,24.57054290232463,24.400172641492187,24.228674080006837
194,25.091705769142433,24.993370480075324,24.86951275244564,24.72669299464769,24.56835776101229,24.39722598168714,24.224711032871934
195,25.091601693816298,24.99276917120596,24.868418975643177,24.725075721221398,24.56615220793878,24.394273935257612,24.22075730734718
196,25.091428347678853,24.992119589484215,24.86728610975319,24.72342878050426,24.563928618448468,24.391318453353957,24.21681437141387
197,25.09119295339701,24.99142599745596,24.86611746022049,24.72175471055493,24.561689155433438,24.388361055116544,24.21288337970395
198,25.090901867486078,24.99069218657723,24.864915879163615,24.72005589737591,24.55943563646201,24.38540326679117,24.20896547334905
199,25.090560708207473,24.989921528373312,24.86368391316773,24.718334416462536,24.55716969222976,24.38244630340591,24.205061518500766
200,25.09017450549322,24.98911699362338,24.862423865101842,24.71659205056653,24.554892819850235,24.379491187431764,24.201172254123545
201,25.08974771942007,24.988281288074173,24.86113775503895,24.71483043819944,24.55260630114253,24.376538868153826,24.197298275652198
202,25.08928420823508,24.987416738042608,24.859827350098836,24.713051093527834,24.550311206184002,24.37359019324958,24.193440182784794
203,25.088787543836585,24.98652546663038,24.858494324320187,24.71125525076445,24.548008615710156,24.370645783733377,24.189598331503245
204,25.088260729688724,24.98560931343263,24.857140083156533,24.709444137016586,24.54569935537165,24.367706303962674,24.185773164475673
205,25.087706556803365,24.984669962435643,24.85576597308636,24.707618733543764,24.543384279951393,24.364772208684823,24.181964877811875
206,25.087127411183015,24.98370891999002,24.85437308337168,24.705780038658528,24.541063999095055,24.361844003095708,24.178173774203056
207,25.086525450745963,24.982727494204934,24.85296255869684,24.703928833957885,24.538739231871883,24.358922019018788,24.174399957388456
208,25.085902549193403,24.981726844686133,24.851535290792977,24.702065924486757,24.536410488451562,24.356006595382947,24.17064364692578
209,25.08526038340619,24.980708097643852,24.850092137995713,24.700192014392993,24.534078259819122,24.353098024931793,24.166904860578594
210,25.084600451918956,24.979672178915276,24.848633844953834,24.698307686321638,24.531742995748115,24.350196542144428,24.163183711323196
211,25.083924070656845,24.978619943283316,24.84716117976404,24.696413525049362,24.529405134643408,24.347302340288476,24.159480184238188
212,25.083232407041574,24.97755220858266,24.84567476344068,24.69451003292988,24.527065011881174,24.34441555294597,24.155794270797056
213,25.082526479991426,24.976469602222547,24.84417520776105,24.692597743580787,24.524722932994788,24.341536372673996,24.152126052001673
214,25.08180722458064,24.97537284824602,24.842662957524904,24.690677029326476,24.52237920991251,24.338664907475046,24.14847539569109
215,25.081075451538478,24.97426245753331,24.84113861243031,24.688748335677243,24.520034113351127,24.33580124332479,24.144842325313217
216,25.08033185932845,24.973138983597206,24.839602581749883,24.686812007246314,24.51768786286834,24.332945468330532,24.141226752050212
217,25.079577136466465,24.9720028868694,24.838055325915317,24.684868411384283,24.515340702180307,24.330097622993204,24.137628631848425
218,25.07881185564997,24.970854649808413,24.83649723927783,24.682917813834134,24.51299286505559,24.327257756340256,24.134047819046597
219,25.078036507863995,24.969694676002515,24.834928620975912,24.680960584788632,24.510644502839792,24.324425948663016,24.13048425253805
220,25.07725150877604,24.96852327809051,24.833349883834895,24.678996995675103,24.508295758352002,24.321602194987687,24.126937908874876
221,25.076457356476563,24.967340892345643,24.831761324861642,24.677027244024426,24.50594686038698,24.318786533683575,24.123408562815026
222,25.07565435649894,24.966147748983754,24.8301632474579,24.675051663791688,24.503597885683345,24.315978958355796,24.119896249175095
223,25.074842875483224,24.964944245198236,24.828555920919367,24.673070407033034,24.501249026798174,24.313179527979397,24.116400744844665
224,25.074023204751935,24.963730577809425,24.826939668542988,24.67108374020199,24.498900367575512,24.310388178605532,24.112921984453802
225,25.07319559015286,24.962507055903412,24.825314741150347,24.669091916962312,24.49655206646639,24.307604857654038,24.1094598514735
226,25.072360303823867,24.961273943091552,24.823681280849993,24.667095045316497,24.49420421299919,24.30482968307501,24.10601419384761
227,25.071517556085606,24.960031413456814,24.822039641492207,24.665093302900228,24.491856940045405,24.302062607262084,24.10258500731288
228,25.070667582127722,24.958779775374747,24.820390024160584,24.66308700732611,24.489510343528305,24.29930352860765,24.09917202044198
229,25.069810472899686,24.957519112689393,24.818732556752817,24.661076222542984,24.487164432684946,24.296552553693115,24.095775262367166
230,25.06894649911828,24.956249740171184,24.81706753911794,24.65906113968685,24.48481940646729,24.293809575937072,24.09239449505662
231,25.068075780154683,24.954971807744638,24.81539514960218,24.657041924314168,24.48247530537628,24.291074578286494,24.089029651719326
232,25.067198484407523,24.953685497308694,24.813715548788192,24.65501872350728,24.480132228887893,24.288347515266647,24.08568055756177
233,25.06631467369402,24.95239099218338,24.812028993181908,24.65299173337598,24.477790216792524,24.285628437326064,24.082347226084263
234,25.06542456259808,24.95108845295135,24.810335546732173,24.65096099228958,24.475449371408327,24.282917274831558,24.07902944483453
235,25.064528192331178,24.949778052274493,24.80863540768041,24.648926727621753,24.473109789369115,24.280213995098162,24.075727018413314
236,25.063625738397374,24.948459977025546,24.806928787768353,24.646889050927708,24.470771486306827,24.277518589599364,24.072439979505585
237,25.06271726190334,24.94713425846839,24.80521581063044,24.644848100052737,24.468434483537745,24.274831030623996,24.069168173213026
238,25.061802901404914,24.94580117016198,24.803496662428866,24.64280398442042,24.466098940933986,24.272151181747855,24.065911383530644
239,25.06088266187589,24.944460835740752,24.801771462534813,24.640756883798073,24.463764893312142,24.269479159499948,24.062669615432238
240,25.059956741557695,24.94311331417975,24.80004045537498,24.63870680600166,24.461432386857492,24.26681487150972,24.059442728230348
