S,p02,p03,p04,p05,p06,p07,p08,p09
196,36.46129664817474,61.052806894266425,70.63723494073449,75.5854301743439,78.63388930636836,80.80348622214095,82.6195010498097,84.54387821840785
197,37.14938806007544,61.87632067909744,71.50810111252102,76.47905047645526,79.54002282158444,81.71728184119307,83.53901472265676,85.46992807650754
198,37.83839655776454,62.699903401921844,72.37899392570802,77.3726783338089,80.44614430951361,82.6310424167406,84.45846640518116,86.39589108866431
199,38.52825322569558,63.52354890386124,73.24991111046899,78.26631240552658,81.3522529793132,83.54476766554069,85.37785630534866,87.32176783037784
200,39.21889377754857,64.3472516330506,74.12085060830744,79.15995146782403,82.2583481167509,84.45845735589415,86.29718466444335,88.24755889636226
201,39.91025830316911,65.17100658441497,74.99181054912619,80.05359440103753,83.16442907541754,85.37211130117258,87.21645175212832,89.17326489687746
202,40.60229102330524,65.99480924510422,75.86278923079621,80.94724017814973,84.07049526898045,86.28572935414292,88.13565786214646,90.0988864545592
203,41.29494005259395,66.81865554510148,76.7337851009545,81.8408878546356,84.97654616438213,87.19931140200914,89.05480330857208,91.024424201666
204,41.98815717114032,67.64254181255977,77.60479674080267,82.73453655949116,85.88258127584248,88.11285736206271,89.97388842255792,91.9498787777219
205,42.68189760493627,68.4664647334529,78.47582285068898,83.62818548730495,86.78860015959847,89.02636717789183,90.89291354950565,92.87525082747013
206,43.376119815290735,69.29042131514667,79.34686223729203,84.52183389124829,87.69460240926463,89.9398408160563,91.81187904661033,93.8005409991206
207,44.070785297355854,70.11440885355822,80.21791380222629,85.41548107688953,88.60058765176589,90.85327826318914,92.73078528073162,94.72574994284496
208,44.76585838777859,70.93842490355058,81.08897653192173,86.30912639672367,89.50655554375497,91.76667952346143,93.64963262654867,95.6508783094834
209,45.461306081434046,71.76246725228411,81.9600494886394,87.20276924535197,90.41250576846838,92.68004461636782,94.5684214649607,96.57592674944004
210,46.15709785716104,72.58653389524098,82.83113180249177,88.09640905521208,91.31843803295479,93.59337357479396,95.48715218170707,97.50089591173992
211,46.8532055123599,73.41062301466611,83.7022226643615,88.99004529281866,92.22435206564414,94.50666644333086,96.40582516617266,98.4257864432294
212,47.54960300628618,74.23473296020342,84.5733213196267,89.8836774554349,93.13024761420634,95.41992327679559,97.32444081035541,99.35059898789318
213,48.246266311834205,75.05886223151278,85.44442706258691,90.77730506813641,94.03612444366661,96.3331441389509,98.24299950798516,100.27533418628026
214,48.94317327557901,75.88300946267138,86.31553923152292,91.67092768121094,94.94198233474907,97.2463291013796,99.16150165374923,101.19999267502105
