S,p02,p03,p04,p05,p06,p07,p08,p09
157,8.863957622002872,2.7402713534918632,1.3546552094467756,0.8813300034660188,0.6380206351508377,0.4730674310238214,0.3400093812544469,0.22425282413252035
158,8.671028048761187,2.559646059498988,1.2463705905219058,0.8040192670932811,0.577000420172169,0.42233006716685395,0.2968500515976302,0.18800479896441402
159,8.468466179998302,2.3879368839097026,1.1455911613822423,0.7327842633841897,0.5211245232672468,0.37608722280424445,0.25766888743561367,0.15522561042757843
160,8.257412069987424,2.225038036627325,1.051952005575174,0.6672445062605448,0.4700300022975057,0.33399737258577034,0.22214633094819192,0.12562137897020875
161,8.03899331791591,2.0708028930371825,0.9650863473709137,0.6070304190330944,0.4233697261213365,0.2957369868639148,0.18998187130137012,0.09891767803082985
162,7.814317634542434,1.9250493834022109,0.8846286491248634,0.5517848819636129,0.3808130638205398,0.26100070350310034,0.16089383755968356,0.07485901839743292
163,7.584466113463861,1.787565113424705,0.8102173070412277,0.5011644521601966,0.34204632171963567,0.22950129352494741,0.13461903950684473,0.05320822104692979
164,7.350487225803448,1.658112183413607,0.7414969558539042,0.4548402782234007,0.3067729490879856,0.2009694483362523,0.1109122824516362,0.0337456981469586
165,7.113391541686553,1.5364317033927932,0.6781204221084636,0.4124987527731605,0.2747135469505224,0.1751534278682243,0.0895457675653688,0.016268671600982998
166,6.87414717782886,1.4222479680014999,0.6197503384086644,0.37384192594913657,0.24560571091569727,0.15181858174173612,0.07030841128852217,0.0005903396527173754
167,6.633675958198637,1.3152723104781217,0.5660604575652428,0.3385877122852321,0.21920373214356914,0.13074678456348465,0.053005113329618325,-0.01346097594279172
168,6.392850266330186,1.2152066177506526,0.5167366891356551,0.3064699229682333,0.19527818562181665,0.1117357864544033,0.037455975245848094,-0.026042711134266483
169,6.152490564801383,1.12174651246022,0.4714778874514991,0.2772381419546832,0.17361541949867387,0.09459852130078161,0.023495489962499505,-0.037298929882467746
170,5.913363548053496,1.034584219894441,0.4299964126985856,0.2506574708505127,0.15401697776695755,0.0791623611107184,0.010971717507857193,-0.04736119539217043
171,5.676180896294625,0.9534111152476044,0.3920184988004394,0.2265081772634403,0.13629896084665916,0.06526836020981364,-0.000254530299059752,-0.05634941928178705
172,5.441598581370499,0.8779199748332189,0.35728444707672224,0.20458524321753657,0.12029135078250874,0.05277047794294276,-0.01031051279909434,-0.06437269060910467
173,5.21021669346311,0.8078069402372989,0.32554866407963345,0.18469785398878003,0.10583730468027852,0.041534802512899205,-0.019312359746948005,-0.07153007477000983
